frame num,person id,bb_xmin,bb_ymin,bb_height,bb_width,age_min,age_max,age_actual,gender
24,7,157,326,240,72,30,35,30,F
24,11,527,386,147,39,25,30,26,M
24,16,590,356,192,58,30,35,30,M
25,1,796,263,407,174,30,35,34,M
25,2,410,311,336,97,25,30,29,M
25,3,306,299,348,116,30,35,30,F
25,6,0,396,164,109,30,35,30,M
25,7,156,324,242,74,30,35,30,F
25,11,527,386,148,38,25,30,26,M
25,16,589,356,190,58,30,35,30,M
26,1,797,263,405,172,30,35,34,M
26,2,410,311,336,97,25,30,29,M
26,3,306,299,347,115,30,35,30,F
26,6,0,394,165,109,30,35,30,M
26,7,155,324,242,74,30,35,30,F
26,11,526,386,148,40,25,30,26,M
26,16,589,355,189,57,30,35,30,M
26,25,480,344,204,48,-1,-1,-1,N
27,1,798,261,407,170,30,35,34,M
27,2,411,312,335,96,25,30,29,M
27,3,304,298,349,118,30,35,30,F
27,6,0,396,163,109,30,35,30,M
27,7,153,323,243,76,30,35,30,F
27,11,526,384,149,40,25,30,26,M
27,16,588,354,192,59,30,35,30,M
27,25,479,344,204,48,-1,-1,-1,N
28,1,799,259,408,165,30,35,34,M
28,2,411,312,334,97,25,30,29,M
28,3,304,297,351,118,30,35,30,F
28,6,0,397,161,108,30,35,30,M
28,7,151,324,241,78,30,35,30,F
28,11,526,384,149,40,25,30,26,M
28,16,586,353,193,63,30,35,30,M
28,27,1189,400,87,48,-1,-1,-1,N
29,1,798,257,410,165,30,35,34,M
29,2,411,312,335,96,25,30,29,M
29,3,304,296,352,113,30,35,30,F
29,6,0,399,159,108,30,35,30,M
29,7,149,325,238,80,30,35,30,F
29,11,527,384,149,38,25,30,26,M
29,16,587,353,193,62,30,35,30,M
29,27,1192,400,88,41,-1,-1,-1,N
30,1,799,257,412,162,30,35,34,M
30,2,410,312,335,99,25,30,29,M
30,3,303,297,352,114,30,35,30,F
30,6,0,400,158,108,30,35,30,M
30,7,147,326,237,82,30,35,30,F
30,11,527,383,150,37,25,30,26,M
30,16,587,353,193,63,30,35,30,M
30,27,1194,400,88,40,-1,-1,-1,N
31,1,798,256,415,159,30,35,34,M
31,2,410,311,336,101,25,30,29,M
31,3,303,297,349,114,30,35,30,F
31,6,0,398,160,108,30,35,30,M
31,7,146,327,238,84,30,35,30,F
31,11,527,383,149,37,25,30,26,M
31,16,587,352,195,64,30,35,30,M
31,27,1194,400,88,40,-1,-1,-1,N
32,1,801,254,413,149,30,35,34,M
32,2,411,311,336,100,25,30,29,M
32,3,301,299,346,115,30,35,30,F
32,6,0,399,159,108,30,35,30,M
32,7,145,326,240,84,30,35,30,F
32,11,527,384,149,37,25,30,26,M
32,16,587,354,192,64,30,35,30,M
33,1,803,253,414,146,30,35,34,M
33,2,411,309,338,101,25,30,29,M
33,3,300,299,345,116,30,35,30,F
33,6,0,400,158,110,30,35,30,M
33,7,142,325,241,88,30,35,30,F
33,11,527,383,149,38,25,30,26,M
33,16,588,354,192,63,30,35,30,M
33,28,1204,399,87,44,30,35,32,M
34,1,804,254,415,146,30,35,34,M
34,2,410,306,345,104,25,30,29,M
34,3,300,300,347,114,30,35,30,F
34,6,0,402,156,109,30,35,30,M
34,7,140,325,241,91,30,35,30,F
34,11,528,382,149,37,25,30,26,M
34,16,588,354,190,63,30,35,30,M
34,28,1207,399,87,41,30,35,32,M
35,1,807,257,414,142,30,35,34,M
35,2,411,304,349,102,25,30,29,M
35,3,299,301,346,115,30,35,30,F
35,6,0,402,155,109,30,35,30,M
35,7,137,325,240,94,30,35,30,F
35,11,527,382,141,39,25,30,26,M
35,16,589,356,191,62,30,35,30,M
35,28,1209,399,88,34,30,35,32,M
36,1,809,259,413,139,30,35,34,M
36,2,410,302,350,104,25,30,29,M
36,3,296,301,346,118,30,35,30,F
36,6,0,401,156,109,30,35,30,M
36,7,136,325,240,94,30,35,30,F
36,11,529,383,147,37,25,30,26,M
36,16,589,357,189,62,30,35,30,M
36,28,1211,399,87,30,30,35,32,M
37,1,812,263,410,138,30,35,34,M
37,2,409,302,349,106,25,30,29,M
37,3,295,302,346,119,30,35,30,F
37,6,0,402,156,109,30,35,30,M
37,7,134,324,243,93,30,35,30,F
37,11,529,383,147,37,25,30,26,M
37,16,589,358,190,62,30,35,30,M
37,28,1212,400,86,29,30,35,32,M
37,29,786,403,156,45,25,30,27,M
38,1,816,264,407,136,30,35,34,M
38,2,411,302,349,103,25,30,29,M
38,3,294,300,349,119,30,35,30,F
38,6,0,400,158,110,30,35,30,M
38,7,133,322,245,92,30,35,30,F
38,16,589,357,190,61,30,35,30,M
38,28,1213,400,83,28,30,35,32,M
38,29,785,399,160,48,25,30,27,M
39,1,821,264,407,137,30,35,34,M
39,2,412,301,351,102,25,30,29,M
39,3,293,299,351,121,30,35,30,F
39,6,0,399,159,110,30,35,30,M
39,7,133,321,247,89,30,35,30,F
39,16,591,356,191,59,30,35,30,M
39,28,1216,400,83,25,30,35,32,M
39,29,785,398,162,48,25,30,27,M
39,30,519,387,146,45,-1,-1,-1,N
40,1,825,261,412,136,30,35,34,M
40,2,414,303,349,96,25,30,29,M
40,3,292,298,353,123,30,35,30,F
40,6,0,401,157,110,30,35,30,M
40,7,130,321,247,93,30,35,30,F
40,16,592,355,192,58,30,35,30,M
40,28,1217,400,83,24,30,35,32,M
41,1,826,259,412,141,30,35,34,M
41,2,413,305,346,96,25,30,29,M
41,3,292,297,353,122,30,35,30,F
41,6,0,402,156,110,30,35,30,M
41,7,128,323,246,96,30,35,30,F
41,16,592,354,193,59,30,35,30,M
41,29,785,401,153,47,25,30,27,M
42,1,827,255,415,148,30,35,34,M
42,2,412,307,344,96,25,30,29,M
42,3,294,297,353,120,30,35,30,F
42,6,0,400,159,110,30,35,30,M
42,7,127,325,244,97,30,35,30,F
42,16,593,353,194,58,30,35,30,M
42,29,786,404,154,45,25,30,27,M
43,1,826,253,417,159,30,35,34,M
43,2,411,308,343,95,25,30,29,M
43,3,296,296,354,119,30,35,30,F
43,6,0,401,158,111,30,35,30,M
43,7,126,325,244,97,30,35,30,F
43,16,592,352,195,60,30,35,30,M
43,29,785,403,152,45,25,30,27,M
44,1,827,252,417,166,30,35,34,M
44,2,410,310,339,94,25,30,29,M
44,3,297,296,354,119,30,35,30,F
44,6,0,401,159,110,30,35,30,M
44,7,126,326,242,94,30,35,30,F
44,16,593,351,196,58,30,35,30,M
44,29,785,403,151,44,25,30,27,M
45,1,830,252,416,170,30,35,34,M
45,2,409,311,339,92,25,30,29,M
45,3,296,296,354,121,30,35,30,F
45,6,0,399,161,109,30,35,30,M
45,7,126,326,241,92,30,35,30,F
45,16,594,350,197,58,30,35,30,M
45,29,786,403,151,42,25,30,27,M
46,1,832,254,406,174,30,35,34,M
46,2,407,311,341,93,25,30,29,M
46,3,300,297,354,115,30,35,30,F
46,6,0,399,161,110,30,35,30,M
46,7,126,327,240,90,30,35,30,F
46,16,595,350,197,57,30,35,30,M
46,29,784,403,151,44,25,30,27,M
46,34,528,387,144,39,25,30,28,M
47,1,836,256,402,173,30,35,34,M
47,2,405,311,341,93,25,30,29,M
47,3,298,299,350,114,30,35,30,F
47,6,0,398,161,110,30,35,30,M
47,7,125,326,241,90,30,35,30,F
47,16,596,351,196,56,30,35,30,M
47,29,783,403,150,43,25,30,27,M
47,34,527,387,144,39,25,30,28,M
47,35,481,341,209,50,35,40,37,M
47,36,816,276,376,63,25,30,26,M
48,1,839,258,407,172,30,35,34,M
48,2,401,312,340,95,25,30,29,M
48,3,299,300,350,112,30,35,30,F
48,6,0,396,163,109,30,35,30,M
48,7,124,325,243,91,30,35,30,F
48,16,597,353,193,55,30,35,30,M
48,29,783,402,151,42,25,30,27,M
48,34,527,386,145,38,25,30,28,M
48,35,479,343,208,54,35,40,37,M
48,36,816,280,370,67,25,30,26,M
49,1,841,261,405,172,30,35,34,M
49,2,401,308,345,92,25,30,29,M
49,3,298,302,350,114,30,35,30,F
49,6,0,396,163,109,30,35,30,M
49,7,124,323,245,90,30,35,30,F
49,16,599,355,191,53,30,35,30,M
49,29,782,402,151,42,25,30,27,M
49,34,528,385,146,37,25,30,28,M
49,35,477,345,207,55,35,40,37,M
49,36,816,282,367,68,25,30,26,M
50,1,844,263,405,169,30,35,34,M
50,2,398,310,343,97,25,30,29,M
50,3,301,302,350,111,30,35,30,F
50,6,0,395,165,109,30,35,30,M
50,7,123,321,248,90,30,35,30,F
50,16,600,357,189,53,30,35,30,M
50,29,781,401,153,42,25,30,27,M
50,34,528,385,146,38,25,30,28,M
50,35,475,345,208,54,35,40,37,M
50,36,816,284,365,68,25,30,26,M
51,1,845,264,403,168,30,35,34,M
51,2,398,309,342,94,25,30,29,M
51,3,305,301,352,106,30,35,30,F
51,6,0,396,163,111,30,35,30,M
51,7,123,319,250,89,30,35,30,F
51,16,601,357,188,52,30,35,30,M
51,29,779,400,154,45,25,30,27,M
51,34,527,385,146,39,25,30,28,M
51,35,474,346,207,54,35,40,37,M
51,36,814,284,368,74,25,30,26,M
52,1,844,262,404,167,30,35,34,M
52,2,398,308,343,93,25,30,29,M
52,3,306,299,354,105,30,35,30,F
52,6,0,397,162,110,30,35,30,M
52,7,123,318,251,88,30,35,30,F
52,16,602,358,187,51,30,35,30,M
52,29,777,399,156,47,25,30,27,M
52,34,527,385,146,40,25,30,28,M
52,35,475,346,205,54,35,40,37,M
52,36,814,283,370,75,25,30,26,M
53,1,845,263,404,165,30,35,34,M
53,2,399,305,345,92,25,30,29,M
53,3,310,297,358,100,30,35,30,F
53,6,0,398,161,110,30,35,30,M
53,7,121,318,252,90,30,35,30,F
53,16,603,357,187,50,30,35,30,M
53,29,776,399,156,47,25,30,27,M
53,34,527,385,146,39,25,30,28,M
53,35,476,345,206,51,35,40,37,M
53,36,812,283,370,75,25,30,26,M
54,1,846,261,404,160,30,35,34,M
54,2,398,303,346,92,25,30,29,M
54,3,310,294,360,101,30,35,30,F
54,6,0,398,161,110,30,35,30,M
54,7,120,318,252,90,30,35,30,F
54,16,604,357,187,51,30,35,30,M
54,29,775,400,155,49,25,30,27,M
54,34,528,385,146,38,25,30,28,M
54,35,476,346,205,54,35,40,37,M
54,36,813,282,371,73,25,30,26,M
55,1,849,260,404,153,30,35,34,M
55,2,398,304,345,94,25,30,29,M
55,3,311,294,360,101,30,35,30,F
55,6,0,399,159,110,30,35,30,M
55,16,605,355,187,49,30,35,30,M
55,29,774,402,153,50,25,30,27,M
55,34,529,385,146,37,25,30,28,M
55,35,477,344,207,54,35,40,37,M
55,36,814,279,371,70,25,30,26,M
56,1,851,263,402,147,30,35,34,M
56,2,399,305,344,94,25,30,29,M
56,3,310,293,361,103,30,35,30,F
56,6,0,400,158,110,30,35,30,M
56,16,605,353,187,48,30,35,30,M
56,29,774,401,152,48,25,30,27,M
56,34,528,384,147,39,25,30,28,M
56,35,477,343,207,52,35,40,37,M
56,36,812,277,371,72,25,30,26,M
57,1,852,263,404,143,30,35,34,M
57,2,400,305,345,96,25,30,29,M
57,3,309,292,362,104,30,35,30,F
57,6,0,400,158,110,30,35,30,M
57,16,605,352,186,47,30,35,30,M
57,29,773,402,150,48,25,30,27,M
57,34,529,385,146,37,25,30,28,M
57,35,477,342,207,51,35,40,37,M
57,36,810,276,370,74,25,30,26,M
58,1,854,262,400,139,30,35,34,M
58,2,402,306,345,96,25,30,29,M
58,3,304,292,361,108,30,35,30,F
58,6,1,400,158,109,30,35,30,M
58,16,604,353,184,48,30,35,30,M
58,29,771,401,151,50,25,30,27,M
58,34,530,385,146,36,25,30,28,M
58,35,477,341,208,50,35,40,37,M
58,36,809,277,368,75,25,30,26,M
59,1,856,263,397,136,30,35,34,M
59,2,404,305,346,96,25,30,29,M
59,3,297,292,361,115,30,35,30,F
59,6,0,401,157,110,30,35,30,M
59,16,604,356,181,48,30,35,30,M
59,29,770,400,151,49,25,30,27,M
59,34,530,385,146,36,25,30,28,M
59,35,477,339,210,49,35,40,37,M
59,36,809,279,365,74,25,30,26,M
60,1,856,265,395,138,30,35,34,M
60,2,405,303,350,100,25,30,29,M
60,3,293,294,360,120,30,35,30,F
60,6,0,401,157,109,30,35,30,M
60,16,604,357,182,48,30,35,30,M
60,29,769,400,150,50,25,30,27,M
60,34,530,385,146,36,25,30,28,M
60,35,478,339,210,47,35,40,37,M
60,36,808,282,361,77,25,30,26,M
61,1,859,266,396,135,30,35,34,M
61,2,407,301,352,104,25,30,29,M
61,3,291,294,360,123,30,35,30,F
61,6,0,402,156,109,30,35,30,M
61,16,604,358,181,49,30,35,30,M
61,29,769,399,151,50,25,30,27,M
61,34,530,385,146,36,25,30,28,M
61,35,478,338,211,47,35,40,37,M
61,36,807,284,361,80,25,30,26,M
62,1,860,268,396,134,30,35,34,M
62,2,408,301,352,108,25,30,29,M
62,3,286,296,355,130,30,35,30,F
62,6,0,401,157,108,30,35,30,M
62,16,605,359,182,48,30,35,30,M
62,29,769,400,150,50,25,30,27,M
62,34,529,385,146,37,25,30,28,M
62,36,805,286,362,84,25,30,26,M
63,1,864,268,397,132,30,35,34,M
63,2,410,300,351,105,25,30,29,M
63,3,286,298,354,125,30,35,30,F
63,6,0,402,156,108,30,35,30,M
63,16,606,360,181,47,30,35,30,M
63,29,769,402,149,50,25,30,27,M
63,34,529,383,150,36,25,30,28,M
63,36,803,288,362,88,25,30,26,M
63,53,114,325,243,93,25,30,29,F
64,1,868,267,400,132,30,35,34,M
64,2,411,299,351,106,25,30,29,M
64,3,284,299,354,124,30,35,30,F
64,6,0,402,156,108,30,35,30,M
64,29,768,404,147,52,25,30,27,M
64,34,529,383,151,36,25,30,28,M
64,36,804,287,363,89,25,30,26,M
64,53,112,325,239,93,25,30,29,F
65,1,874,264,405,133,30,35,34,M
65,2,414,298,352,102,25,30,29,M
65,3,279,299,355,127,30,35,30,F
65,6,0,402,156,108,30,35,30,M
65,29,769,405,145,49,25,30,27,M
65,34,529,382,152,37,25,30,28,M
65,36,804,286,364,92,25,30,26,M
65,53,111,324,240,93,25,30,29,F
65,56,612,360,188,75,-1,-1,-1,N
66,1,879,263,405,134,30,35,34,M
66,2,416,297,353,104,25,30,29,M
66,3,277,298,357,128,30,35,30,F
66,6,0,402,156,108,30,35,30,M
66,29,768,406,145,49,25,30,27,M
66,34,528,383,151,38,25,30,28,M
66,36,804,284,367,93,25,30,26,M
66,53,109,324,239,95,25,30,29,F
66,56,613,359,190,74,-1,-1,-1,N
67,1,883,263,403,136,30,35,34,M
67,2,417,296,355,108,25,30,29,M
67,3,276,296,359,126,30,35,30,F
67,6,1,401,158,107,30,35,30,M
67,29,770,404,151,47,25,30,27,M
67,34,528,383,150,38,25,30,28,M
67,36,806,280,370,91,25,30,26,M
67,53,110,323,241,92,25,30,29,F
67,56,614,358,190,74,-1,-1,-1,N
68,1,886,261,405,141,30,35,34,M
68,2,417,295,356,112,25,30,29,M
68,3,275,294,360,126,30,35,30,F
68,6,1,400,159,107,30,35,30,M
68,29,769,405,149,49,25,30,27,M
68,34,528,385,147,38,25,30,28,M
68,36,807,276,374,90,25,30,26,M
68,53,110,323,245,89,25,30,29,F
68,56,614,358,190,75,-1,-1,-1,N
68,60,374,324,257,52,-1,-1,-1,N
69,1,889,259,405,144,30,35,34,M
69,2,419,296,355,108,25,30,29,M
69,3,273,292,362,126,30,35,30,F
69,6,0,400,159,109,30,35,30,M
69,29,768,404,148,50,25,30,27,M
69,34,528,384,148,38,25,30,28,M
69,36,807,275,374,91,25,30,26,M
69,53,109,324,246,90,25,30,29,F
69,56,615,356,190,75,-1,-1,-1,N
69,60,374,322,260,54,-1,-1,-1,N
70,1,889,258,403,155,30,35,34,M
70,2,419,296,355,111,25,30,29,M
70,3,272,291,363,125,30,35,30,F
70,6,0,402,156,108,30,35,30,M
70,29,768,403,148,49,25,30,27,M
70,34,527,385,146,39,25,30,28,M
70,36,807,274,375,92,25,30,26,M
70,53,109,325,247,88,25,30,29,F
70,56,616,354,185,77,-1,-1,-1,N
70,60,373,327,256,56,-1,-1,-1,N
71,1,891,259,397,163,30,35,34,M
71,2,420,297,353,111,25,30,29,M
71,3,270,290,364,126,30,35,30,F
71,6,0,402,156,108,30,35,30,M
71,29,769,402,148,48,25,30,27,M
71,34,529,384,148,36,25,30,28,M
71,36,807,278,369,94,25,30,26,M
71,53,111,325,247,87,25,30,29,F
71,56,616,353,182,77,-1,-1,-1,N
71,60,373,324,259,57,-1,-1,-1,N
72,1,891,263,394,170,30,35,34,M
72,2,418,299,350,119,25,30,29,M
72,3,269,289,363,127,30,35,30,F
72,6,1,401,157,108,30,35,30,M
72,29,769,401,149,48,25,30,27,M
72,34,527,386,145,40,25,30,28,M
72,36,807,280,366,95,25,30,26,M
72,53,111,327,243,87,25,30,29,F
72,56,616,352,181,78,-1,-1,-1,N
72,60,374,322,262,56,-1,-1,-1,N
73,1,892,265,394,173,30,35,34,M
73,2,419,301,348,122,25,30,29,M
73,3,272,290,362,123,30,35,30,F
73,6,0,401,157,109,30,35,30,M
73,29,769,400,150,48,25,30,27,M
73,34,528,386,145,38,25,30,28,M
73,36,808,282,364,94,25,30,26,M
73,53,113,326,244,86,25,30,29,F
73,56,616,355,176,77,-1,-1,-1,N
73,60,372,328,257,59,-1,-1,-1,N
74,1,896,266,392,172,30,35,34,M
74,2,422,300,349,112,25,30,29,M
74,3,274,290,362,122,30,35,30,F
74,6,1,395,163,108,30,35,30,M
74,29,770,400,150,46,25,30,27,M
74,34,529,386,144,37,25,30,28,M
74,36,808,284,362,96,25,30,26,M
74,53,116,325,244,84,25,30,29,F
74,56,616,356,175,79,-1,-1,-1,N
74,60,373,332,250,58,-1,-1,-1,N
75,1,903,266,393,165,30,35,34,M
75,2,422,299,350,111,25,30,29,M
75,3,276,292,360,120,30,35,30,F
75,6,1,391,168,109,30,35,30,M
75,29,770,400,150,46,25,30,27,M
75,34,529,386,144,38,25,30,28,M
75,36,808,285,362,98,25,30,26,M
75,53,117,323,243,85,25,30,29,F
75,56,617,358,170,79,-1,-1,-1,N
75,60,374,333,248,58,-1,-1,-1,N
76,1,905,267,391,164,30,35,34,M
76,2,422,298,351,114,25,30,29,M
76,3,278,293,359,117,30,35,30,F
76,6,0,396,163,111,30,35,30,M
76,29,769,401,149,47,25,30,27,M
76,34,530,385,145,37,25,30,28,M
76,36,809,285,364,99,25,30,26,M
76,53,117,322,246,86,25,30,29,F
76,56,619,360,165,78,-1,-1,-1,N
76,60,375,335,246,57,-1,-1,-1,N
77,1,907,267,391,161,30,35,34,M
77,2,424,296,352,113,25,30,29,M
77,3,278,295,358,118,30,35,30,F
77,6,1,382,177,108,30,35,30,M
77,29,768,401,152,48,25,30,27,M
77,34,529,383,148,37,25,30,28,M
77,36,811,283,368,97,25,30,26,M
77,53,118,320,244,88,25,30,29,F
77,56,623,363,164,72,-1,-1,-1,N
77,60,376,334,247,56,-1,-1,-1,N
78,1,909,267,390,159,30,35,34,M
78,2,424,296,352,110,25,30,29,M
78,3,279,295,358,117,30,35,30,F
78,6,2,366,192,107,30,35,30,M
78,29,767,401,153,50,25,30,27,M
78,34,529,382,149,37,25,30,28,M
78,36,810,280,372,99,25,30,26,M
78,53,117,319,243,93,25,30,29,F
78,56,623,365,166,72,-1,-1,-1,N
78,60,377,333,248,55,-1,-1,-1,N
79,1,910,267,391,157,30,35,34,M
79,2,425,295,352,110,25,30,29,M
79,3,279,296,357,117,30,35,30,F
79,6,1,357,200,108,30,35,30,M
79,29,766,401,154,52,25,30,27,M
79,34,528,382,149,38,25,30,28,M
79,36,810,278,376,100,25,30,26,M
79,53,115,319,238,97,25,30,29,F
79,56,625,366,166,69,-1,-1,-1,N
79,60,377,330,251,56,-1,-1,-1,N
80,1,911,262,398,153,30,35,34,M
80,2,425,295,354,111,25,30,29,M
80,3,279,295,359,119,30,35,30,F
80,6,0,351,207,109,30,35,30,M
80,29,766,401,154,52,25,30,27,M
80,34,528,382,149,38,25,30,28,M
80,36,809,276,376,102,25,30,26,M
80,53,115,320,234,99,25,30,29,F
80,56,626,365,169,68,-1,-1,-1,N
80,60,378,328,252,55,-1,-1,-1,N
81,1,913,262,398,147,30,35,34,M
81,2,424,295,354,113,25,30,29,M
81,3,280,294,360,119,30,35,30,F
81,6,0,362,195,110,30,35,30,M
81,29,767,402,150,47,25,30,27,M
81,34,528,382,149,38,25,30,28,M
81,36,806,277,374,106,25,30,26,M
81,53,114,320,239,100,25,30,29,F
81,56,627,363,175,67,-1,-1,-1,N
81,60,378,330,250,55,-1,-1,-1,N
82,1,916,258,402,140,30,35,34,M
82,2,424,295,354,114,25,30,29,M
82,3,281,292,363,120,30,35,30,F
82,6,0,371,186,109,30,35,30,M
82,29,766,400,152,45,25,30,27,M
82,34,528,382,148,37,25,30,28,M
82,36,805,278,372,109,25,30,26,M
82,53,117,320,243,97,25,30,29,F
82,56,627,361,177,68,-1,-1,-1,N
82,60,377,331,248,56,-1,-1,-1,N
83,1,918,259,403,136,30,35,34,M
83,2,425,295,354,113,25,30,29,M
83,3,280,290,365,124,30,35,30,F
83,6,0,370,187,110,30,35,30,M
83,29,764,399,153,48,25,30,27,M
83,34,529,382,148,36,25,30,28,M
83,36,803,281,367,113,25,30,26,M
83,53,116,320,247,98,25,30,29,F
83,56,627,360,179,70,-1,-1,-1,N
83,60,374,327,253,60,-1,-1,-1,N
84,1,917,259,403,136,30,35,34,M
